Analysis,Index,Sides,AccrualTime,FollowUpTime,Alpha,RefSurvival,SurvCurve1Form,SurvCurve2Form,HazardRatio,Weight1,Weight2,NTotal,NSubInterval,LossExpHazard1,LossExpHazard2,Power,Error,Info,hazard_rate
TwoSampleSurvival,699,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.907,,,5.5
TwoSampleSurvival,700,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.894,,,5.5
TwoSampleSurvival,701,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.879,,,5.5
TwoSampleSurvival,702,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.863,,,5.5
TwoSampleSurvival,703,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.845,,,5.5
TwoSampleSurvival,704,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.826,,,5.5
TwoSampleSurvival,705,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.966,,,5.5
TwoSampleSurvival,706,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.960,,,5.5
TwoSampleSurvival,707,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.952,,,5.5
TwoSampleSurvival,708,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.943,,,5.5
TwoSampleSurvival,709,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.934,,,5.5
TwoSampleSurvival,710,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.923,,,5.5
TwoSampleSurvival,711,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.910,,,5.5
TwoSampleSurvival,712,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.897,,,5.5
TwoSampleSurvival,713,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.882,,,5.5
TwoSampleSurvival,714,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.865,,,5.5
TwoSampleSurvival,715,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.847,,,5.5
TwoSampleSurvival,716,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.973,,,5.5
TwoSampleSurvival,717,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.968,,,5.5
TwoSampleSurvival,718,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.961,,,5.5
TwoSampleSurvival,719,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.954,,,5.5
TwoSampleSurvival,720,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.945,,,5.5
TwoSampleSurvival,721,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.936,,,5.5
TwoSampleSurvival,722,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.925,,,5.5
TwoSampleSurvival,723,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.912,,,5.5
TwoSampleSurvival,724,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.898,,,5.5
TwoSampleSurvival,725,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.883,,,5.5
TwoSampleSurvival,726,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.866,,,5.5
TwoSampleSurvival,727,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.979,,,5.5
TwoSampleSurvival,728,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.975,,,5.5
TwoSampleSurvival,729,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.969,,,5.5
TwoSampleSurvival,730,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.963,,,5.5
TwoSampleSurvival,731,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.955,,,5.5
TwoSampleSurvival,732,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.946,,,5.5
TwoSampleSurvival,733,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.937,,,5.5
TwoSampleSurvival,734,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.925,,,5.5
TwoSampleSurvival,735,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.913,,,5.5
TwoSampleSurvival,736,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.899,,,5.5
TwoSampleSurvival,737,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.883,,,5.5
TwoSampleSurvival,738,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.984,,,5.5
TwoSampleSurvival,739,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.980,,,5.5
TwoSampleSurvival,740,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.975,,,5.5
TwoSampleSurvival,741,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.970,,,5.5
TwoSampleSurvival,742,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.963,,,5.5
TwoSampleSurvival,743,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.956,,,5.5
TwoSampleSurvival,744,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.947,,,5.5
TwoSampleSurvival,745,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.937,,,5.5
TwoSampleSurvival,746,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.925,,,5.5
TwoSampleSurvival,747,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.913,,,5.5
TwoSampleSurvival,748,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.898,,,5.5
TwoSampleSurvival,749,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.987,,,5.5
TwoSampleSurvival,750,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.984,,,5.5
TwoSampleSurvival,751,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.980,,,5.5
TwoSampleSurvival,752,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.976,,,5.5
TwoSampleSurvival,753,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.970,,,5.5
TwoSampleSurvival,754,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.963,,,5.5
TwoSampleSurvival,755,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.956,,,5.5
TwoSampleSurvival,756,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.947,,,5.5
TwoSampleSurvival,757,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.936,,,5.5
TwoSampleSurvival,758,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.925,,,5.5
TwoSampleSurvival,759,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.911,,,5.5
TwoSampleSurvival,760,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.990,,,5.5
TwoSampleSurvival,761,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.988,,,5.5
TwoSampleSurvival,762,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.984,,,5.5
TwoSampleSurvival,763,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.980,,,5.5
TwoSampleSurvival,764,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.975,,,5.5
TwoSampleSurvival,765,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.970,,,5.5
TwoSampleSurvival,766,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.963,,,5.5
TwoSampleSurvival,767,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.955,,,5.5
TwoSampleSurvival,768,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.946,,,5.5
TwoSampleSurvival,769,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.935,,,5.5
TwoSampleSurvival,770,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.923,,,5.5
TwoSampleSurvival,771,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.962,,,5.5
TwoSampleSurvival,772,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.955,,,5.5
TwoSampleSurvival,773,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.947,,,5.5
TwoSampleSurvival,774,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.937,,,5.5
TwoSampleSurvival,775,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.927,,,5.5
TwoSampleSurvival,776,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.915,,,5.5
TwoSampleSurvival,777,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.903,,,5.5
TwoSampleSurvival,778,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.888,,,5.5
TwoSampleSurvival,779,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.873,,,5.5
TwoSampleSurvival,780,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.856,,,5.5
TwoSampleSurvival,781,2,28,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.837,,,5.5
TwoSampleSurvival,782,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.970,,,5.5
TwoSampleSurvival,783,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.964,,,5.5
TwoSampleSurvival,784,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.957,,,5.5
TwoSampleSurvival,785,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.949,,,5.5
TwoSampleSurvival,786,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.940,,,5.5
TwoSampleSurvival,787,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.929,,,5.5
TwoSampleSurvival,788,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.918,,,5.5
TwoSampleSurvival,789,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.905,,,5.5
TwoSampleSurvival,790,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.890,,,5.5
TwoSampleSurvival,791,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.875,,,5.5
TwoSampleSurvival,792,2,28,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.857,,,5.5
TwoSampleSurvival,793,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.977,,,5.5
TwoSampleSurvival,794,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.971,,,5.5
TwoSampleSurvival,795,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.965,,,5.5
TwoSampleSurvival,796,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.958,,,5.5
TwoSampleSurvival,797,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.950,,,5.5
TwoSampleSurvival,798,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.941,,,5.5
TwoSampleSurvival,799,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.931,,,5.5
TwoSampleSurvival,800,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.919,,,5.5
TwoSampleSurvival,801,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.906,,,5.5
TwoSampleSurvival,802,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.891,,,5.5
TwoSampleSurvival,803,2,28,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.875,,,5.5
TwoSampleSurvival,804,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.982,,,5.5
TwoSampleSurvival,805,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.977,,,5.5
TwoSampleSurvival,806,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.972,,,5.5
TwoSampleSurvival,807,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.966,,,5.5
TwoSampleSurvival,808,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.959,,,5.5
TwoSampleSurvival,809,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.951,,,5.5
TwoSampleSurvival,810,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.942,,,5.5
TwoSampleSurvival,811,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.931,,,5.5
TwoSampleSurvival,812,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.919,,,5.5
TwoSampleSurvival,813,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.906,,,5.5
TwoSampleSurvival,814,2,28,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.891,,,5.5
TwoSampleSurvival,815,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.986,,,5.5
TwoSampleSurvival,816,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.982,,,5.5
TwoSampleSurvival,817,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.978,,,5.5
TwoSampleSurvival,818,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.973,,,5.5
TwoSampleSurvival,819,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.967,,,5.5
TwoSampleSurvival,820,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.960,,,5.5
TwoSampleSurvival,821,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.951,,,5.5
TwoSampleSurvival,822,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.942,,,5.5
TwoSampleSurvival,823,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.931,,,5.5
TwoSampleSurvival,824,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.919,,,5.5
TwoSampleSurvival,825,2,28,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.905,,,5.5
TwoSampleSurvival,826,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.989,,,5.5
TwoSampleSurvival,827,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.986,,,5.5
TwoSampleSurvival,828,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.982,,,5.5
TwoSampleSurvival,829,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.978,,,5.5
TwoSampleSurvival,830,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.973,,,5.5
TwoSampleSurvival,831,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.967,,,5.5
TwoSampleSurvival,832,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.959,,,5.5
TwoSampleSurvival,833,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.951,,,5.5
TwoSampleSurvival,834,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.941,,,5.5
TwoSampleSurvival,835,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.930,,,5.5
TwoSampleSurvival,836,2,28,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.917,,,5.5
TwoSampleSurvival,837,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.991,,,5.5
TwoSampleSurvival,838,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.989,,,5.5
TwoSampleSurvival,839,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.986,,,5.5
TwoSampleSurvival,840,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.982,,,5.5
TwoSampleSurvival,841,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.978,,,5.5
TwoSampleSurvival,842,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.973,,,5.5
TwoSampleSurvival,843,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.966,,,5.5
TwoSampleSurvival,844,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.959,,,5.5
TwoSampleSurvival,845,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.950,,,5.5
TwoSampleSurvival,846,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.940,,,5.5
TwoSampleSurvival,847,2,28,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.928,,,5.5
TwoSampleSurvival,848,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.966,,,5.5
TwoSampleSurvival,849,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.960,,,5.5
TwoSampleSurvival,850,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.952,,,5.5
TwoSampleSurvival,851,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.943,,,5.5
TwoSampleSurvival,852,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.934,,,5.5
TwoSampleSurvival,853,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.923,,,5.5
TwoSampleSurvival,854,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.910,,,5.5
TwoSampleSurvival,855,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.897,,,5.5
TwoSampleSurvival,856,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.882,,,5.5
TwoSampleSurvival,857,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.865,,,5.5
TwoSampleSurvival,858,2,29,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.847,,,5.5
TwoSampleSurvival,859,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.973,,,5.5
TwoSampleSurvival,860,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.968,,,5.5
TwoSampleSurvival,861,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.961,,,5.5
TwoSampleSurvival,862,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.954,,,5.5
TwoSampleSurvival,863,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.945,,,5.5
TwoSampleSurvival,864,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.936,,,5.5
TwoSampleSurvival,865,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.925,,,5.5
TwoSampleSurvival,866,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.912,,,5.5
TwoSampleSurvival,867,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.898,,,5.5
TwoSampleSurvival,868,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.883,,,5.5
TwoSampleSurvival,869,2,29,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.866,,,5.5
TwoSampleSurvival,870,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.979,,,5.5
TwoSampleSurvival,871,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.975,,,5.5
TwoSampleSurvival,872,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.969,,,5.5
TwoSampleSurvival,873,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.963,,,5.5
TwoSampleSurvival,874,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.955,,,5.5
TwoSampleSurvival,875,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.947,,,5.5
TwoSampleSurvival,876,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.937,,,5.5
TwoSampleSurvival,877,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.925,,,5.5
TwoSampleSurvival,878,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,9900,12,0,0,0.913,,,5.5
TwoSampleSurvival,879,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,9900,12,0,0,0.899,,,5.5
TwoSampleSurvival,880,2,29,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,9900,12,0,0,0.883,,,5.5
TwoSampleSurvival,881,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,9900,12,0,0,0.984,,,5.5
TwoSampleSurvival,882,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,9900,12,0,0,0.980,,,5.5
TwoSampleSurvival,883,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,9900,12,0,0,0.975,,,5.5
TwoSampleSurvival,884,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,9900,12,0,0,0.970,,,5.5
TwoSampleSurvival,885,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,9900,12,0,0,0.963,,,5.5
TwoSampleSurvival,886,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,9900,12,0,0,0.956,,,5.5
TwoSampleSurvival,887,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,9900,12,0,0,0.947,,,5.5
TwoSampleSurvival,888,2,29,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,9900,12,0,0,0.937,,,5.5
