Analysis,Index,Sides,AccrualTime,FollowUpTime,Alpha,RefSurvival,SurvCurve1Form,SurvCurve2Form,HazardRatio,Weight1,Weight2,NominalPower,NSubInterval,LossExpHazard1,LossExpHazard2,Power,NTotal,Error,Info,hazard_rate
TwoSampleSurvival,588,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,7782,,,5.5
TwoSampleSurvival,589,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,8156,,,5.5
TwoSampleSurvival,590,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,8556,,,5.5
TwoSampleSurvival,591,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,8986,,,5.5
TwoSampleSurvival,592,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,9446,,,5.5
TwoSampleSurvival,593,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,9942,,,5.5
TwoSampleSurvival,594,2,25,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,10476,,,5.5
TwoSampleSurvival,595,2,25,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,6190,,,5.5
TwoSampleSurvival,596,2,25,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,6464,,,5.5
TwoSampleSurvival,597,2,25,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,6758,,,5.5
TwoSampleSurvival,598,2,25,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,7070,,,5.5
TwoSampleSurvival,599,2,25,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,7402,,,5.5
TwoSampleSurvival,600,2,25,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,7758,,,5.5
TwoSampleSurvival,601,2,25,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,8138,,,5.5
TwoSampleSurvival,602,2,25,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,8548,,,5.5
TwoSampleSurvival,603,2,25,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,8986,,,5.5
TwoSampleSurvival,604,2,25,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,9458,,,5.5
TwoSampleSurvival,605,2,25,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,9966,,,5.5
TwoSampleSurvival,606,2,25,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,5902,,,5.5
TwoSampleSurvival,607,2,25,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,6164,,,5.5
TwoSampleSurvival,608,2,25,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,6442,,,5.5
TwoSampleSurvival,609,2,25,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,6740,,,5.5
TwoSampleSurvival,610,2,25,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,7058,,,5.5
TwoSampleSurvival,611,2,25,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,7396,,,5.5
TwoSampleSurvival,612,2,25,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,7760,,,5.5
TwoSampleSurvival,613,2,25,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,8150,,,5.5
TwoSampleSurvival,614,2,25,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,8568,,,5.5
TwoSampleSurvival,615,2,25,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,9016,,,5.5
TwoSampleSurvival,616,2,25,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,9502,,,5.5
TwoSampleSurvival,617,2,26,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7932,,,5.5
TwoSampleSurvival,618,2,26,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,8284,,,5.5
TwoSampleSurvival,619,2,26,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,8658,,,5.5
TwoSampleSurvival,620,2,26,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,9058,,,5.5
TwoSampleSurvival,621,2,26,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,9484,,,5.5
TwoSampleSurvival,622,2,26,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,9940,,,5.5
TwoSampleSurvival,623,2,26,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,10428,,,5.5
TwoSampleSurvival,624,2,26,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,10950,,,5.5
TwoSampleSurvival,625,2,26,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,11512,,,5.5
TwoSampleSurvival,626,2,26,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,12116,,,5.5
TwoSampleSurvival,627,2,26,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,12766,,,5.5
TwoSampleSurvival,628,2,26,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7466,,,5.5
TwoSampleSurvival,629,2,26,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,7796,,,5.5
TwoSampleSurvival,630,2,26,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,8150,,,5.5
TwoSampleSurvival,631,2,26,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,8526,,,5.5
TwoSampleSurvival,632,2,26,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,8926,,,5.5
TwoSampleSurvival,633,2,26,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,9356,,,5.5
TwoSampleSurvival,634,2,26,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,9814,,,5.5
TwoSampleSurvival,635,2,26,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,10306,,,5.5
TwoSampleSurvival,636,2,26,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,10836,,,5.5
TwoSampleSurvival,637,2,26,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,11404,,,5.5
TwoSampleSurvival,638,2,26,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,12016,,,5.5
TwoSampleSurvival,639,2,26,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7050,,,5.5
TwoSampleSurvival,640,2,26,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,7364,,,5.5
TwoSampleSurvival,641,2,26,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,7696,,,5.5
TwoSampleSurvival,642,2,26,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,8052,,,5.5
TwoSampleSurvival,643,2,26,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,8430,,,5.5
TwoSampleSurvival,644,2,26,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,8836,,,5.5
TwoSampleSurvival,645,2,26,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,9270,,,5.5
TwoSampleSurvival,646,2,26,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,9734,,,5.5
TwoSampleSurvival,647,2,26,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,10234,,,5.5
TwoSampleSurvival,648,2,26,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,10770,,,5.5
TwoSampleSurvival,649,2,26,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,11348,,,5.5
TwoSampleSurvival,650,2,26,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,6680,,,5.5
TwoSampleSurvival,651,2,26,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,6976,,,5.5
TwoSampleSurvival,652,2,26,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,7292,,,5.5
TwoSampleSurvival,653,2,26,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,7628,,,5.5
TwoSampleSurvival,654,2,26,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,7986,,,5.5
TwoSampleSurvival,655,2,26,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,8370,,,5.5
TwoSampleSurvival,656,2,26,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,8782,,,5.5
TwoSampleSurvival,657,2,26,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,9222,,,5.5
TwoSampleSurvival,658,2,26,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,9694,,,5.5
TwoSampleSurvival,659,2,26,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,10204,,,5.5
TwoSampleSurvival,660,2,26,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,10752,,,5.5
TwoSampleSurvival,661,2,26,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,6344,,,5.5
TwoSampleSurvival,662,2,26,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,6626,,,5.5
TwoSampleSurvival,663,2,26,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,6926,,,5.5
TwoSampleSurvival,664,2,26,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,7246,,,5.5
TwoSampleSurvival,665,2,26,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,7588,,,5.5
TwoSampleSurvival,666,2,26,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,7952,,,5.5
TwoSampleSurvival,667,2,26,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,8342,,,5.5
TwoSampleSurvival,668,2,26,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,8760,,,5.5
TwoSampleSurvival,669,2,26,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,9210,,,5.5
TwoSampleSurvival,670,2,26,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,9694,,,5.5
TwoSampleSurvival,671,2,26,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,10214,,,5.5
TwoSampleSurvival,672,2,26,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,6042,,,5.5
TwoSampleSurvival,673,2,26,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,6310,,,5.5
TwoSampleSurvival,674,2,26,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,6596,,,5.5
TwoSampleSurvival,675,2,26,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,6900,,,5.5
TwoSampleSurvival,676,2,26,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,7226,,,5.5
TwoSampleSurvival,677,2,26,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,7572,,,5.5
TwoSampleSurvival,678,2,26,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,7944,,,5.5
TwoSampleSurvival,679,2,26,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,8342,,,5.5
TwoSampleSurvival,680,2,26,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,8770,,,5.5
TwoSampleSurvival,681,2,26,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,9232,,,5.5
TwoSampleSurvival,682,2,26,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,9728,,,5.5
TwoSampleSurvival,683,2,26,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,5766,,,5.5
TwoSampleSurvival,684,2,26,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,6022,,,5.5
TwoSampleSurvival,685,2,26,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,6296,,,5.5
TwoSampleSurvival,686,2,26,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,6586,,,5.5
TwoSampleSurvival,687,2,26,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,6896,,,5.5
TwoSampleSurvival,688,2,26,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,7228,,,5.5
TwoSampleSurvival,689,2,26,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,7582,,,5.5
TwoSampleSurvival,690,2,26,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,7964,,,5.5
TwoSampleSurvival,691,2,26,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,8372,,,5.5
TwoSampleSurvival,692,2,26,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,8812,,,5.5
TwoSampleSurvival,693,2,26,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,9284,,,5.5
TwoSampleSurvival,694,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7692,,,5.5
TwoSampleSurvival,695,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,8032,,,5.5
TwoSampleSurvival,696,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,8396,,,5.5
TwoSampleSurvival,697,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,8782,,,5.5
TwoSampleSurvival,698,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,9196,,,5.5
TwoSampleSurvival,699,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,9638,,,5.5
TwoSampleSurvival,700,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,10110,,,5.5
TwoSampleSurvival,701,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,10618,,,5.5
TwoSampleSurvival,702,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,11162,,,5.5
TwoSampleSurvival,703,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,11748,,,5.5
TwoSampleSurvival,704,2,27,3,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,12378,,,5.5
TwoSampleSurvival,705,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,7252,,,5.5
TwoSampleSurvival,706,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,7574,,,5.5
TwoSampleSurvival,707,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,7916,,,5.5
TwoSampleSurvival,708,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,8282,,,5.5
TwoSampleSurvival,709,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,8670,,,5.5
TwoSampleSurvival,710,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,9088,,,5.5
TwoSampleSurvival,711,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,9534,,,5.5
TwoSampleSurvival,712,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,10012,,,5.5
TwoSampleSurvival,713,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,10526,,,5.5
TwoSampleSurvival,714,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,11078,,,5.5
TwoSampleSurvival,715,2,27,4,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,11672,,,5.5
TwoSampleSurvival,716,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,6860,,,5.5
TwoSampleSurvival,717,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,7164,,,5.5
TwoSampleSurvival,718,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,7488,,,5.5
TwoSampleSurvival,719,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,7834,,,5.5
TwoSampleSurvival,720,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,8202,,,5.5
TwoSampleSurvival,721,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,8596,,,5.5
TwoSampleSurvival,722,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,9018,,,5.5
TwoSampleSurvival,723,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,9470,,,5.5
TwoSampleSurvival,724,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,9956,,,5.5
TwoSampleSurvival,725,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,10478,,,5.5
TwoSampleSurvival,726,2,27,5,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,11042,,,5.5
TwoSampleSurvival,727,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,6508,,,5.5
TwoSampleSurvival,728,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,6796,,,5.5
TwoSampleSurvival,729,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,7104,,,5.5
TwoSampleSurvival,730,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,7432,,,5.5
TwoSampleSurvival,731,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,7782,,,5.5
TwoSampleSurvival,732,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,8156,,,5.5
TwoSampleSurvival,733,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,8556,,,5.5
TwoSampleSurvival,734,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,8984,,,5.5
TwoSampleSurvival,735,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,9446,,,5.5
TwoSampleSurvival,736,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,9942,,,5.5
TwoSampleSurvival,737,2,27,6,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,10476,,,5.5
TwoSampleSurvival,738,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,6190,,,5.5
TwoSampleSurvival,739,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,6464,,,5.5
TwoSampleSurvival,740,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,6756,,,5.5
TwoSampleSurvival,741,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,7068,,,5.5
TwoSampleSurvival,742,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,7402,,,5.5
TwoSampleSurvival,743,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,7758,,,5.5
TwoSampleSurvival,744,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,8138,,,5.5
TwoSampleSurvival,745,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,8546,,,5.5
TwoSampleSurvival,746,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,8984,,,5.5
TwoSampleSurvival,747,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,9456,,,5.5
TwoSampleSurvival,748,2,27,7,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,9964,,,5.5
TwoSampleSurvival,749,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,5900,,,5.5
TwoSampleSurvival,750,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,6162,,,5.5
TwoSampleSurvival,751,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,6442,,,5.5
TwoSampleSurvival,752,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,6740,,,5.5
TwoSampleSurvival,753,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,7056,,,5.5
TwoSampleSurvival,754,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,7396,,,5.5
TwoSampleSurvival,755,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,7758,,,5.5
TwoSampleSurvival,756,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,8148,,,5.5
TwoSampleSurvival,757,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.790,1,1,0.9,12,0,0,0.900,8566,,,5.5
TwoSampleSurvival,758,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.795,1,1,0.9,12,0,0,0.900,9016,,,5.5
TwoSampleSurvival,759,2,27,8,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.800,1,1,0.9,12,0,0,0.900,9500,,,5.5
TwoSampleSurvival,760,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.750,1,1,0.9,12,0,0,0.900,5638,,,5.5
TwoSampleSurvival,761,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.755,1,1,0.9,12,0,0,0.900,5888,,,5.5
TwoSampleSurvival,762,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.760,1,1,0.9,12,0,0,0.900,6154,,,5.5
TwoSampleSurvival,763,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.765,1,1,0.9,12,0,0,0.900,6438,,,5.5
TwoSampleSurvival,764,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.770,1,1,0.9,12,0,0,0.900,6742,,,5.5
TwoSampleSurvival,765,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.775,1,1,0.9,12,0,0,0.900,7066,,,5.5
TwoSampleSurvival,766,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.780,1,1,0.9,12,0,0,0.900,7414,,,5.5
TwoSampleSurvival,767,2,27,9,0.05,Treatment,Piecewise Linear,Proportional Hazards,0.785,1,1,0.9,12,0,0,0.900,7786,,,5.5
